product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,sherriatl,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Normal']",5 stars,9 d ago,yes,Color: She's Passionate,https://www.sephora.com/productimages/sku/s2281772+sw.jpg,lovely blush!,"Beautiful color blush that stays on all day. Soft texture, glides on skin beautifully and evenly. My new fav for sure, been using NARS for years.",1,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,KaraDoLL,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Normal']",3 stars,10 d ago,yes,Color: She's Sincere,https://www.sephora.com/productimages/sku/s2281780+sw.jpg,MEH.,"Meh. The packaging is gorgeous and has weight to it, but as for the blush its nothing really specialty me. Due the color and my skin tone (medium skin tone) I had to layer it which wasn't an issue until I noticed how dry it looked from layering so much. The color itself is very pretty, but unfortunately it didn't amaze me.",0,1,
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,makeup4ever1234,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Olive', 'Skin Type Combination']",5 stars,14 d ago,yes,Color: She's Sincere,https://www.sephora.com/productimages/sku/s2281780+sw.jpg,BEAUTIFUL PEACHY NUDE ON BROWN SKINTONE,"This is suchhhh a beautiful blush , I picked up the shades shes sincere and shes seductive and they work sooo well with my medium dark / indian olive skin tone ! The shade sincere looks like a nudey peachy shade on my skin and pairs well with anyyy eye look but also looks great without any makeup. I was rrly scared to try out this shade in particular because of all the reviews of it not swatching properly on darker skin tones but that’s not true! On my hands it doesn’t swatch as pigmented but on my face it looks sooo stunning. If you do have brown skin tone and you’re looking for a peachy blush , definitely check this out !
…read more",5,2,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,bibirod,Rouge,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",5 stars,15 d ago,yes,Color: She's Seductive,https://www.sephora.com/productimages/sku/s2281798+sw.jpg,Perfect for natural makeup looks!,"The perfect blush!!! I’m not a big blush person, and this was just what I wanted. It’s not very pigmented, so just a swirl and I’m good. It gives me some color and just looks nice and natural. I have light skin, so I think for darker skin it might not show up well. It is a sheer, light blush. I’m going to try the peach one next.",1,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,pdesri,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Tan', 'Skin Type Dry']",3 stars,15 d ago,yes,Color: She's Adorable,https://www.sephora.com/productimages/sku/s2281764+sw.jpg,Very Shimmery and Lacks Pigment,"I got this blush in the shade ""she's adorable"" as the color looked so unique and would make the perfect summer blush. When I tried the product, it took about 4 dips in the pan to see a difference on my face, and by then my cheek just had a film of ashy-looking shimmer, and no color. I really wanted the color of this blush to come through, however it did not. One amazing thing about this product is that it has 10.5 grams of product, and blushes tend to have 5 to 6 grams of product, so having to dip in many times is not a deal-breaker. It came down to the lack of pigment, and abundance of shimmer that ruined the product.
…read more",0,0,
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,Cheycheydiaz,Rouge,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,16 d ago,yes,Color: She's Adorable,https://www.sephora.com/productimages/sku/s2281764+sw.jpg,,Honestly not a blush girl but for the days I’m not wearing a face mask this is it sis,2,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,glowww,VIB,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Normal']",5 stars,17 d ago,yes,Color: She's Passionate,https://www.sephora.com/productimages/sku/s2281772+sw.jpg,yes yes yes!,"This is seriously one of the softest, creamiest blushes with the perfect amount of pigment/color payoff without being too much upon first application! I have fair skin with a more neutral/yellow undertone and the color “She’s Passionate” was the perfect shade for me! I would absolutely repurchase and purchase other colors.",1,1,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,Sigmablondie007,Rouge,Rookie,"['Eye Color Green', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Oily']",5 stars,17 d ago,yes,Color: She's Sincere,https://www.sephora.com/productimages/sku/s2281780+sw.jpg,Buy this!!,WORTH IT!!!!!! SO AMAZING! This is the perfect blush and it looks like you are naturally flushed! I will never use another.,1,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,emilierae,Rouge,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",4 stars,19 d ago,no,Color: She's Seductive,https://www.sephora.com/productimages/sku/s2281798+sw.jpg,,"Beautiful blush/packaging. I think that's what drew me in. I do love the color and formula, but can't say it's worth the price.",1,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,maxkalani,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Dry']",5 stars,19 d ago,no,Color: She's Sincere,https://www.sephora.com/productimages/sku/s2281780+sw.jpg,,Extremely beautiful sheer blush. I love how sheer it is because I can build it up instead of using too much. Very good to use on no foundation days because it looks so natural because of the lower amount of pigment!,1,0,Recommends this product
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,enarcee,Rouge,Rookie,"['Age 45-54', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",4 stars,20 d ago,yes,Color: She's Seductive,https://www.sephora.com/productimages/sku/s2281798+sw.jpg,Patrick Ta blush,Looks more like a bronzer than blush. Way too orange. Hard to blend.,0,0,
blush,PATRICK TA,PATRICK TA Monochrome Moment - Velvet Blush,briure,VIB,Rookie,"['Age 13-17', 'Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Normal']",5 stars,20 d ago,yes,Color: She's Sincere,https://www.sephora.com/productimages/sku/s2281780+sw.jpg,Beautiful light peachy nude,"This is an absolutely lovely blush! The compact has weight to it, adding to its luxurious rose gold, mirrored design. The product has minimal fallout within the pan, and deposits enough onto the brush for a light dusting of colour. the pigmentation is not bright which is ideal for such a light, peachy nude shade. The price point for this blush is wonderful considering there is 10.5g of product for $40, while NARS blushes have 4.8g for $39.
…read more",1,1,Recommends this product
