product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Ashikau,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Dry']",5 stars,1 d ago,yes,,,Light and beautiful good for all face and eyes,Nice eyeshadow so great I really like it it’s beautiful nice colors,0,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Seaster,Insider,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Dry']",5 stars,2 d ago,yes,,,Buy it!!,"I can't believe this is only 5.00. No fall out, great pigment and the highlighters are gorgeous. I LOVE this palette!!",1,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,vincichick,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Deep', 'Skin Type Oily']",5 stars,4 d ago,no,,,Total Hit!,"I LOOOOOOOOVE THIS PALETTE. Because of the pastel-looking colors it may look a bit ...intimidating? for those of us with a darker complexions, but let me tell you- it is most definitely* brown and black girl friendly! It’s soooooo pretty!!! Especially when I mix that light blue and pink together, and use it as a highlighter?? I look so ethereal- and for $5?? It’s really a steal*",8,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,HedzNicole,Insider,Rookie,"['Hair Condition Normal', 'Eye Color Brown', 'Hair color Black', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,4 d ago,no,,,Worth the $5!,"All of the shades are pigmented, especially the blushes.",1,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,HumanHeaven,Insider,Rookie,"['Age 18-24', 'Eye Color Green', 'Hair color Blonde', 'Skin Tone Porcelain', 'Skin Type Combination']",5 stars,5 d ago,no,,,Amazing,"This palette blew me away! The colors are so pigmented & amazing, & the highlighters are STUNNING!!! Best $5 I have ever spent. definitely worth the $28 full price.",0,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,ensueno,,,"['Hair Condition Normal', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",5 stars,12 d ago,no,,,very good,The colors might seem wierd on the pan but on your cheeks they are really nice. They are nicely pigmented without being too pigmented and they are easily buildable. And for the $5 price right now it is a steal,3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,VR13,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,13 d ago,yes,,,All the shades are GORGEOUS,"I love this pallet SO much. Can’t believe I got it on sale for 5$ on a whim. When I first swatched it on my hand I wasn’t too impressed. But on my face, it was a different story. This shades are beautiful! For reference, I’m a medium skin tone and it worked for me and my brown skin :)",7,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,zmtvn,Insider,Rookie,"['Hair Condition Wavy', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",4 stars,14 d ago,no,,,amazing,"Great product, the highlighters & blushes are very pigmented",5,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Anita2110,Insider,Rookie,"['Eye Color Hazel', 'Hair color Auburn', 'Skin Tone Light', 'Skin Type Combination']",5 stars,15 d ago,yes,,,excellent quality,super affordable and super quality and i got it con sale so even better,37,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Sjp2001,Insider,Rookie,"['Age 18-24', 'Eye Color Brown', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,18 d ago,no,,,Best Pallette Ever!,"Beautiful palette! I use all the colors either together or separately, on eyes, cheeks and for highlight! Feels great on skin and lasts all day!",1,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,luxarumque,Insider,Rookie,"['Age 18-24', 'Eye Color Brown', 'Hair color Black', 'Skin Tone Olive', 'Skin Type Combination']",5 stars,19 d ago,no,,,Great value for great quality!,"I really bought this palette for the highlighters, as the blush shades are ones I already have in my collection. I'm super impressed by the highlights, they're super smooth, buttery, and reflective as shown in the attached picture. They are not glittery at all, just have a subtle shimmery sheen and are very pretty. The blushes (except for the hot pink one) don't show up very well on my skin tone in swatches but on the face they come off decently pigmented and none of the powders have a ton of fallout or anything and blend easily. This is a palette which is worth much more than it sells for,and grabbing it for $8 is a steal, even if you only use the highlighters on the eyes or for Halloween. All three blushes and the pink highlighter are quite wearable (depending on your skin tone) and for the price I would highly recommend picking this up if you're looking for this type of thing.
…read more",14,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Savanna2098,Insider,Rookie,"['Hair Condition Straight', 'Eye Color Green', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,19 d ago,no,,,Great little face palette,I was a little hesitant purchasing this but once it arrived I was pretty blown away! For $8 the highlighters are blinding and the blushes blend out really nice. I recommend buying before it’s gone!!,3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,MicheleLynn81,Insider,Rookie,"['Hair Condition Fine', 'Eye Color Blue', 'Hair color Black', 'Skin Tone Porcelain', 'Skin Type Oily']",5 stars,26 d ago,no,,,,"Incredibly surprised with this palette, it’s super pigmented & easy to blend.",2,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Car7235,,,"['Hair Condition Chemically Treated (Colored, Relaxed, or Permed)', 'Eye Color Green', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",5 stars,27 d ago,no,,,,Amazing palette! Grab it before it’s gone! The cheek shades are so pretty and perform very well. The transformers or topper shades can also be work as highlights or to highlight the inner corner of the eye. They are so pretty and for 8 dollars you can’t beat that. I love all of the colours. I have fair to light skin and was able to use all the shades.,9,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,betsy1211,VIB,Rookie,"['Age 13-17', 'Eye Color Brown', 'Hair color Black', 'Skin Tone Deep', 'Skin Type Combination']",4 stars,27 d ago,yes,,,"I see you, Sephora...","Woah, so surprised! The top three are beautiful shimmers. Green-ish, blue, and pink. Fun colors to add to my regular highlights. I can’t do anything with the bottom left because it is my exact skin tone. The other two blushes are really pigmented and can be buffed out nicely. I haven’t even tried them yet on a full face but it’s already clear it was worth the $5.",3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,Versacha,Insider,Rookie,"['Hair Condition Dry', 'Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Dry']",5 stars,28 d ago,no,,,,"I didn’t have really high expectations of this pallet due to the price point, but I was really shocked at the pigmentation once mixed. It’s light, wears well, doesn’t crease and is vibrant. I used it as an eye shadow and absolutely loved it!",3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,lizapepper,Insider,Rookie,"['Hair Condition Wavy', 'Eye Color Green', 'Hair color Red', 'Skin Tone Fair', 'Skin Type Normal']",5 stars,28 d ago,no,,,,love it! great colors and very pigmented! i love using the highlight shades on my inner corner :),0,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Holographic Face & Cheek Palette,MsMackenzie,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Deep', 'Skin Type Combination']",5 stars,3 May 2020,no,,,,I think I most of the Sephora cheek palettes! This one is like others - vibrant and long lasting color that doesn’t overly emphasize my pores. So excited I was able to snatch it up on discount!,2,1,Recommends this product
