product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,ILIA,ILIA Multi-Stick,bestskinIamin,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",5 stars,1 d ago,no,Color: At Last,https://www.sephora.com/productimages/sku/s2334563+sw.jpg,Easy to apply - natural looking,"I love this product. It is super easy to apply and not look like a clown. It just blends in really easily and looks like a bit of color/warmth. It is expensive, but I think worth it.",0,0,Recommends this product
blush,ILIA,ILIA Multi-Stick,Nattybarz,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Dry']",2 stars,6 d ago,yes,Color: At Last,https://www.sephora.com/productimages/sku/s2334563+sw.jpg,Not For Me.,"I am medium skin-toned and tried this for a week and it just doesn't give enough of that ""pop"", it feels greasy on my face and it would rub off after a couple of hours of wear and I would keep applying and touching up throughout the day. I was hoping it would be long-lasting for 8 hours or more and I hate doing touch ups. First time ever using a blush stick or cream. I am going to stick with my regular powdered blushes.
…read more",3,1,
blush,ILIA,ILIA Multi-Stick,bluecaroline,Rouge,Rookie,"['Age 25-34', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Dry']",3 stars,13 d ago,yes,Color: Lady Bird,https://www.sephora.com/productimages/sku/s2334589+sw.jpg,not great,"I really wanted to love this as I was impressed with the ilia serum spf. The truth is, it has a weird texture thats almost gritty and no color payoff. I like very natural looking makeup but this just wasn't for me.",0,0,
blush,ILIA,ILIA Multi-Stick,kmag3,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",3 stars,13 d ago,yes,Color: All Of Me,https://www.sephora.com/productimages/sku/s2334522+sw.jpg,Not much color payoff,"Unfortunately, this doesn't really show up on my skin even with multiple layers applied. I have light skin, so I didn't think this would be a problem. Maybe a different shade would work better for me.",0,0,Recommends this product
blush,ILIA,ILIA Multi-Stick,LivingSkin,Insider,Rookie,"['Eye Color Hazel', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",3 stars,15 d ago,yes,Color: At Last,https://www.sephora.com/productimages/sku/s2334563+sw.jpg,nice color but stick >1inch!,"At last color is gorgeous and works well on lips/eyes/cheeks. But the stick is less than an INCH! Insane the product amount. Many cheaper alternatives available. Use for special occasions, but won’t be repurchasing.",10,2,
blush,ILIA,ILIA Multi-Stick,brightneutral,VIB,Rookie,"['Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",3 stars,16 d ago,yes,Color: All Of Me,https://www.sephora.com/productimages/sku/s2334522+sw.jpg,,"I’ve been trying to find a lip tint that enhances the natural color of my lips and uses clean ingredients. “All of Me” looks like great color match for what I was looking for, but it’s very sheer and dry on the lips. It also doesn’t seem to last more than an hour before fading. I haven’t tested it on my cheeks or eyes yet.",13,0,
blush,ILIA,ILIA Multi-Stick,CaiGirl,VIB,Rookie,"['Eye Color Blue', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",2 stars,22 d ago,yes,Color: Lady Bird,https://www.sephora.com/productimages/sku/s2334589+sw.jpg,Where’s the rest of it??,I bought this because I’ve been trying to consciously buy better products with cleaner ingredients. The product itself performs as expected. It’s fine. It adds color to cheeks and blends about as well as any other blush stick. My issue is the price for the product. $34 dollars for half an inch of product??? I laughed at my own consumer-stupidity when I opened this. I’m just... I’m beside myself.,74,4,
blush,ILIA,ILIA Multi-Stick,marg588,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",2 stars,23 d ago,yes,Color: I Put a Spell On You,https://www.sephora.com/productimages/sku/s2334530+sw.jpg,Not worth it,Definitely not worth the price. It’s so much smaller than expected and it hardly shows up on my skin. I never write reviews but this is not worth it.,17,0,
blush,ILIA,ILIA Multi-Stick,TaylorH1994,VIB,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",3 stars,24 d ago,no,Color: At Last,https://www.sephora.com/productimages/sku/s2334563+sw.jpg,pretty but not enough product,Such a beautiful color with very subtle and natural look but this product is so SMALL. Not enough product to justify the price.,16,0,
blush,ILIA,ILIA Multi-Stick,Uptowngirl191,,,"['Eye Color Gray', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",5 stars,2 May 2020,no,Color: At Last,https://www.sephora.com/productimages/sku/s2334563+sw.jpg,The most wonderful blush stick ever!,"This is the best stick blush I’ve ever used. The consistency is fabulous and the tint is a beautiful natural flush. It gives a gorgeous, natural healthy glow. I wear it every day and absolutely love it!",3,2,Recommends this product
