product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,NARS,NARS Liquid Blush,justpeachy1781,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",4 stars,46 m ago,yes,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,Fantastic but be careful with application,Love the colour and it’s staying power but be careful when applying! I made the mistake of putting on too much product the first time and I spent ages trying to blend it in,0,0,Recommends this product
blush,NARS,NARS Liquid Blush,annanicoledg,Rouge,Rookie,"['Eye Color Hazel', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Dry']",4 stars,19 h ago,yes,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,So Pretty!,"I usually am not a fan of liquid blush but saw this look amazing on so many people I had to pick it up. I love the colour and it applies amazing without lifting makeup. It is veryyyyyy glittery and sparkly in day light but more natural and toned down in artificial lighting, so I prefer it more for in door events lol!",0,0,Recommends this product
blush,NARS,NARS Liquid Blush,Kissanya,VIB,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Olive', 'Skin Type Normal']",2 stars,3 d ago,no,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,Weird product in every sense,"So disappointed! The product has a weird tip less applicator the lid doesn’t tighten all the way and it’s really a spill hazard that ends up getting so mucky. I find it really pigmented and not that easy to blend. I’ll use the smallest drop and even then it doesn’t blend well and looks blotchy. So much work, so much haste not worth it at all!",0,1,
blush,NARS,NARS Liquid Blush,nicoledcamp,VIB,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Dry']",3 stars,6 d ago,yes,Color: Torrid,https://www.sephora.com/productimages/sku/s1943323+sw.jpg,Good product. Lousy packaging unfortunately.,"Good product but terrible packaging. From photos and videos I’ve seen of the product, it looks like it comes as a pump to apply but instead I received a screw off lid with no applicator, that I almost spilled completely when I opened for the first time. The top does not screw on very securely and it looks like it’s missing any type of applicator as if it were a sample in store. Very messy on the sides of bottle because so much product comes out at once. If this had come as a pump as it is shown then would have rated this 5 stars but as is, I think I will have to return.
…read more",0,0,
blush,NARS,NARS Liquid Blush,spicybruschetta,Insider,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Olive', 'Skin Type Combination']",5 stars,9 d ago,no,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,All Day Glow,"So, you take the cult classic favourite Orgasm colour and make it a buildable liquid? Done. Sold. I love this and it gives me a beautiful natural blush that lasts ALL DAY. Plus, despite wearing daily, I’m still working on my first bottle about a full year after purchase. It’s so pigmented, you need so little, it lasts forever!",1,0,Recommends this product
blush,NARS,NARS Liquid Blush,melissa355,Rouge,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",5 stars,10 d ago,yes,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,A little goes a long way :),Amazing pigment! Worth the money for the amount of product you get and for how pigmented it is. A little does go a long way so I only use 1/3 of a pump to achieve a sheer pinky glow to my checks and it blends very nicely over foundation. This product will definitely last me a very long time.,1,0,Recommends this product
blush,NARS,NARS Liquid Blush,joannamab012916,Rouge,Rookie,"['Age 25-34', 'Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,11 d ago,no,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,Perfect liquid blush!,This one last all day. I used it on my cousin on her wedding. It looks so pretty when I look through her wedding photos. I like this better than the regular orgasm pressed blush on.,1,0,Recommends this product
blush,NARS,NARS Liquid Blush,Chriniki,VIB,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Normal']",5 stars,19 d ago,yes,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,Beautiful color,"I love this! The color is really flattering and it's so easy to use. What I will say is that it looks like a small pot but a little goes a long way, so it should last ages. I find it much easier to blend than traditional blush and it's my new favorite!",1,0,Recommends this product
blush,NARS,NARS Liquid Blush,TalitaVz,Rouge,Rookie,"['Age 35-44', 'Eye Color Brown', 'Hair color Auburn', 'Skin Tone Fair', 'Skin Type Normal']",5 stars,21 d ago,no,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,,"Beautiful blush. It's pretty much a natural healthy colour for you. So pigmented (it's gonna last forever) just a tiny drop for both cheeks. I applied with my fingers, but you also can use it with beauty sponge.",4,0,Recommends this product
blush,NARS,NARS Liquid Blush,deegabby,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,23 d ago,yes,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,,"i was a little hesitant because i don’t wear blush and never have, but i figured this would be easier to work with as a beginner and OH. MY. GOODNESS. it’s so beautiful on the skin!!! i put the smallest drop on the back of my hand, use my middle finger and rub it out then pat and blend onto my face. the prettiest color ever! my boyfriend even noticed and said he thought i looked younger. i definitely recommend! i even ordered torrid after i played with orgasm for about two weeks!
…read more",4,1,Recommends this product
blush,NARS,NARS Liquid Blush,Nadas10,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Normal']",3 stars,23 d ago,no,Color: Torrid,https://www.sephora.com/productimages/sku/s1943323+sw.jpg,cutee,It’s a very subtle blush. I loved it but wasn’t head over heels for it. It’s nice for a no makeup makeup look.,0,0,Recommends this product
blush,NARS,NARS Liquid Blush,jillibean587,VIB,Rookie,"['Eye Color Blue', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Normal']",5 stars,25 d ago,no,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,worth it,Amazing! I have never had a blush that lasts all day. I put this on at 7am and it is the only makeup still on my face at 630pm when I get home from work. Even days after wearing a face mask all day! It looks untouched. I’ve gotten so many compliments. I’m buying in other colors,2,0,Recommends this product
blush,NARS,NARS Liquid Blush,alexxmp,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Normal']",5 stars,25 d ago,yes,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,Easy to use,"Beautiful color, much brighter on the face than it looks in the bottle. Blends very nicely using fingers, no patchiness. A little goes a very long way, though.",0,0,Recommends this product
blush,NARS,NARS Liquid Blush,brielise,VIB,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Oily']",5 stars,29 d ago,no,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,,amazing summer glow! gives my no make up look life,0,0,Recommends this product
blush,NARS,NARS Liquid Blush,Tina527,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Type Combination']",5 stars,3 May 2020,no,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,The key to a healthy and natural glow,It's perfection; a little goes a very long way; half a pump is enough to dab on my eyelids along with my cheeks for a very natural look. I can't even tell you all the complements that I've received since I started using it.,2,0,Recommends this product
blush,NARS,NARS Liquid Blush,andreaji,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Deep', 'Skin Type Combination']",3 stars,2 May 2020,no,Color: Dolce Vita,https://www.sephora.com/productimages/sku/s1943307+sw.jpg,Not user friendly,"Good color, I also use it to stain the lip. My biggest issue is that it is prone to spill or stain my counter, mirror or anything around me. Basically not very user friendly",5,0,
blush,NARS,NARS Liquid Blush,jmhb13,Rouge,Rookie,"['Eye Color Blue', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Dry']",4 stars,30 Apr 2020,no,Color: Orgasm,https://www.sephora.com/productimages/sku/s1943331+sw.jpg,,"I loved this product, but I recommend it only when absolutely necessary. I live in Texas and the hot summers mean that most blush doesn't last past the walk to my car in the morning. The liquid blush is the first I have found that will hold up to the heat and last the majority of the day. A little definitely goes a long way; I use only half a pump or less for both cheeks, and even then I have to blend it out significantly on my hand before applying it. It has a longer dry down time as well, so I have to avoid touching my face or using other products for a few minutes after applying. While I love the color and staying power, the complicated application process is not always worth it. I really only reach for this product if I know I will not be able to reapply my blush at a later point in the day.
…read more",6,2,Recommends this product
blush,NARS,NARS Liquid Blush,AmieF07,,,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",3 stars,28 Apr 2020,no,Color: Torrid,https://www.sephora.com/productimages/sku/s1943323+sw.jpg,"Great product, horrible packaging","This blush (in color Torrid; site wouldn’t let me change color) is gorgeous; a little goes a long way and it looks somewhat orangey going on, but blends out to be a gorgeous coral, even on my cool, fair skin. Lovely color for summer to match a more bronzer makeup look. A tiny dab is all I need, and the glow stays for hours. HOWEVER, the packaging is awful. Something about the bottle being square doesn’t allow it to screw closed tightly, and I was devastated to see after having it just a couple of weeks that it spilled all over my makeup drawer recently. That’s an expensive blush to spill for crappy packaging! I should’ve known to store it upright when I noticed the sample bottle in-store had drips all over it. So very disappointed. Proceed with caution and make sure to store this upright and do not travel with it!
…read more",9,2,Recommends this product
