product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,startovr,Rouge,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",5 stars,3 h ago,yes,Color: Eclat,https://www.sephora.com/productimages/sku/s2197747+sw.jpg,,"I love this as an eyeshadow. You get a ton of impact with a brush and not a lot of fallout, which is hard to do with a shimmer. It does not as orange as it appears in the picture.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,DenisseManz,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Oily']",3 stars,2 May 2020,no,Color: Eclat,https://www.sephora.com/productimages/sku/s2197747+sw.jpg,"Cute, but not the best.","Cute highlight, but definitely won’t blind you. I have definitely used better ones. Also, I haven’t had this for long and I already hit pan. Not a lot of product. Honestly, gonna spend a little more money next time on a better brand.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,cheeg,Insider,Rookie,"['Skin Tone Deep', 'Skin Type Oily']",4 stars,13 Feb 2020,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,This product it great has wonderful pigment and texture,2,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,eyeliner4urlife,VIB,Rookie,"['Age over 54', 'Eye Color Brown', 'Hair color Auburn', 'Skin Tone Dark', 'Skin Type Combination']",5 stars,21 Jan 2020,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,Very pleased with this purchase!!!,"I love that I can use this product for my eyes, cheeks, and lips. I goes on so easily and nicely, and I also love how beautiful it looks on.",1,1,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,lovelydre,VIB,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Olive', 'Skin Type Oily']",5 stars,19 Jan 2020,no,Color: Eclat,https://www.sephora.com/productimages/sku/s2197747+sw.jpg,LOVE IT!,this highlighter works great. perfect shimmer and gives a natural glow. lasts long as well. very pretty highlighter and affordable i highly recommend it,1,1,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,Mitzyrose,Rouge,Rookie,"['Hair color Auburn', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,14 Dec 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,"This is just gorgeous and melts on to my skin. I'm very fair, so don't use it for blush but as an eyeshadow it's beautifully rich.",2,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,ReallyLillyann,Insider,Rookie,"['Age 25-34', 'Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",4 stars,25 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,beautiful colors and textures,such a silky smooth and beautiful color. it has amazing color pay off and it looks great but it isn't ideal for anyone with the least bit of wrinkles whatsoever and I can't stand the smell but otherwise overall great for someone who doesn't mind it. I recieved this as a complimentary gift,2,0,
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,kateowens,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Dry']",4 stars,25 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,"Great product, wrong color.","This is a great product with wonderful staying power, pigment, and wonderfully versatile, however the color isn’t really working for me.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,Bea1980,Insider,Rookie,"['Eye Color Brown', 'Hair color Auburn', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,25 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,Loved this shade! It went on bright and was long lasting for a powder shadow. Will definitely keep using.,1,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,Yeszica12,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",4 stars,24 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,good to go,Very good consistency and pigmentation! First time using it and will most likely buy again! It’s great nothing to complain about it! Very easy to apply and goes with everything! I personally use it as eyeshadow and it looks great! I received this product complimentary for review purposes.,0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,milyncha,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Dry']",4 stars,22 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,"Incredible! This product is extremely pigmented, so you need the smallest amount to produce a dramatic effect; it’s easy to go overboard, so use a gentle hand! The product is smooth and applies well using any tool— finger, brush, Beautyblender. I will definitely purchase other shades!",1,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,nemo90,Insider,Rookie,"['Age 18-24', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Oily']",5 stars,22 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,Perfect for a maroon-burgundy Smokey eye look!!! It’s pigment is a-bomb. Goes on smooth and bold,0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,julisseg,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Deep', 'Skin Type Combination']",3 stars,22 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,"I love the color and texture of this pigment, but I wouldn’t use it as a highlighter.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,theresaak56,Insider,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,21 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,"Love this product. Super blendable, super versatile, and great for every day wear! I recieved this free for testing purposes.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,ShayAllen,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Dark', 'Skin Type Oily']",4 stars,21 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,"Got this in the influencers box and liked that it was a product that could be used in 3 ways-blush, eyeshadow and lipstick. If you are a brown skin girl the blush is very pigmented and will make you look like a clown! So use wisely.",0,0,Recommends this product
blush,LANCÔME,Lancôme Le Monochromatique Eyeshadow and Highlighter,JesssJess,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",4 stars,21 Oct 2019,no,Color: Haute Couture,https://www.sephora.com/productimages/sku/s2197762+sw.jpg,,This is a beautiful formula with great color payoff. I love the shimmer it can really glam up your look.,0,0,Recommends this product
